id,text
663,what may be the reason that my transfer did not go through?
664,how can i activate the new card i got?
665,i do not understand why my pass-code is not working.
666,i do not know my passcode.
667,why cant i transfer to my account?
668,what is the fee for accepting money from a foreign country?
669,whats the exchange charge
670,does a discount apply if i exchange currencies frequently?
671,can i cancel a charge?
672,"hi,  is there any problem with app? as i am facing some issues with the exchange of crypto currency. i am extremely interested in buying."
673,"my bank card has expired, how can i get a new physical card?"
674,"while transferring money, its getting error out as my transfer is not possible. please help me in this as earlier i was able to do it successfully."
675,"i recently made a payment, and it is showing up in my account as 'pending'. what does that mean?"
676,why did i get a message saying that my transfer is not possible?  i have done this before no problem.  please fix.
677,how to activate card?
678,i recently made a transfer but i need to cancel it as soon as possible.  please let me know when this happens.
679,i have been trying to exchange this for crypto but the app won't work could you please help me?
680,my cash withdrawal shows as pending still.
681,i am planning activating my card was it possible?
682,what do i do if i think someone has used my card?
683,what can i expect at card expiration?
684,what is the cost and time frame of getting a new card?
685,how long does a payment show as pending before i should worry about it?
686,"there is a pending payment on my account, what does this mean?"
687,my card has been lost / stolen
688,can someone assist me with activating my new card?
689,where do i go to activate my card?
690,i got my new card where do i go to activate it?
691,i've made a horrible mistake!  i transferred money to the wrong account by accident!  i entered one of the digits wrong.  i need this cancelled immediately please.
692,what is the code i need to get into the app?
693,i am having problems with my contactless.
694,i've already tried 5 times to complete a transfer that's just standard. what's the deal? is your system down at this time?
695,how do i active this card?
696,"i do not remember the code, what should i do?"
697,what is the minimum age required to open an account with your service?
698,how long does it take for a payment to go thru? i made one a few days ago and it has not been cleared yet.
699,i don't remember my passcode?
700,how much do i have to pay for exchange of currency?
701,can i use my new card?
702,why isn't my transfer going through? i get a message saying it's not possible. i've had no issues in the past.
703,why didn't my payment process
704,i think i forgot my passcode
705,what is the current exchange fee?
706,i don't have a password.
707,do i have to use a bank approved atm to withdraw money?
708,i made a mistake and need to cancel a transfer.
709,i lost my card
710,help me change my pin.
711,my card is about to expire.  how do i order another?
712,what do i do to stop unauthorized transactions on my card? i was never in the place from which the transactions on my bill were made and i never made them. please help!
713,i would like to revert a transaction i did this morning
714,am i able to get this shipped to china?
715,how can i cancel my transfer?
716,can you assist me in activating my card?
717,is there an age minimum?
718,i've been trying to make a transfer and it hasn't gone through. now i am receiving an error message.  what is the problem?
719,"hi, i sent a payment to the wrong account number - can you cancel it as soon as possible?"
720,"i thought i left my card at a restaurant, but they claim not to have it and now i don't have any idea where it is. i'm so worried that someone might be using it fraudulently. is there any way to look into this?"
721,help me with my transfer
722,i noticed on my online statement that an atm withdrawal i made early is still pending.  is this accurate?
723,how long will my payment be pending?
724,are there any specific atms that this card can be used at?
725,how do i activate my card to start using it?
726,"i didn't want to make a transaction, i want to revert it"
727,do i have to go somewhere to activate my card?
728,i have made several unsuccessful attempts to make a transfer.  i'm getting frustrated at getting error messages and it not going through.
729,how long does it take for my payment to process?
730,can i cancel my transaction?
731,do i have to go into the bank to change my pin?
732,can my 8 year old grandson open an account at the bank?
733,the transger i tried to make failed.
734,my card needs to be activated.
735,which locations can i withdraw money from?
736,what do i do if i think someone has used my card without permission? i can see a few transactions i don't recognize.
737,i made a transaction this morning but i need to revert it now.
738,how long does a payment usually show as pending? is it normal that mine is still pending?
739,how can i reset the passcode if i need to do that?
740,what does it mean when a cash withdrawal is pending?
741,i don't remember my login code
742,i think someone has access to my card numbers that shouldn't.
743,should my cash withdrawal still be pending?
744,"what is going on, i have entered my passcode and its not working"
745,how long does it take for a purchase to go from pending to authorised?
746,my card isn't letting me purchase something and i wanted to know why.
747,how do i change my card pin?
748,"hi there, earlier today i tried to take money out of an atm machine, and something wasn't working.  i didn't actually receive the money, but i just checked and it says that the transaction is still pending.  can you tell me what's going on here? am i still being charged for the withdrawal even though i didn't end up getting any money?"
749,how do i report possible fraudulent activity on my account?
750,i'm not able to activate my card how do i fix this problem?
751,my card expires next week. how do i get a new one?
752,what do i do to activate?
753,passcode retrieval
754,why can't my beneficiary get access?
755,show me how to activate my card
756,what atms use this card?
757,what do i need to do in order to use my card i just got?
758,"my new card is here, what's the process for activating it?"
759,are there restrictions on new cards in china?
760,my cash withdrawal isnt showing on my account
761,why does my transfer keep generating an error message?
762,is it possible for me to set up separate accounts for my kids?
763,are transfers to a beneficiary possible
764,the card has suffered a security breach.
765,a payment i made is for a wrong amount can you help me correct the mistake.
766,how long will my cash withdrawal take
767,contactless isn't working for me
768,please tell me what the exchange fee is.
769,which cash machines will allow me to change my pin?
770,what do i need to do to activate my card?
771,says my transfer can't be completed?
772,what is the process for activating a new card.
773,"hi, status of one of my card payment is still pending from a while. please let e know how much time it will take to complete."
774,my beneficiary is not allowed?  why?
775,how old do my kids have to be to use your service?
776,what do i do if i think my card was improperly used?
777,how old does one need to be?
778,is it possible to cancel my transfer?
779,what happens if my card expires?
780,do i need to replace my card if it didn't work when i tried to pay contactless at the shop today?
781,what do i do if my card is stolen?
782,my card is missing.  please help.
783,"i made a transaction, but i made it to an account i didn't mean to make it to."
784,why has my deposit in the atm not cleared yet?
785,i bought something this morning and the payment is still pending
786,i want to take back my transaction
787,why can't i use this beneficiary?
788,i'm confused ass to why my contactless is not working.
789,why hasn't my transfer gone through
790,beneficiary transfer problems?
791,how do i know when my card will expire?
792,what should i do if my passcode won't work?
793,what can i do after the card missing
794,why was my transaction declined?
795,can this card be used at all atms?
796,i cant seem to activate card
797,how much will i pay to exchange foreign currency?
798,i made a purchase earlier today but it is still listed as pending- when will it go through?
799,i think that the card is stolen.  what are my next steps?
800,it shows that the transfer on my account wasn't allowed.
801,is it possible to open an account for my children?
802,what are the steps for changing my passcode?
803,explain what the pending payment means?
804,for what reason can i not transfer money to a beneficiary?
805,what fee will be charged for exchanges?
806,"someone is making transactions on my account, i think they took my card information."
807,how can i reset my pin?
808,why am i unable to take money from my card but the statement says the transaction is still pending?
809,why is my withdrawal still pending?
810,i cant transfer money into my account
811,as my kids get older are they able to get set up with their own accounts? i sent a payment to the wrong account number - can that transaction be reversed? i am worried about accidentally giving my money away. how can i change the pin?  do i have to go to a real bank? i no longer want to transfer funds
812,"i don't recognize some of the transactions on my card, i think someone must have gotten my card info and used it."
813,oh my god i lost my card! what should i do?
814,why won't my transfer go through?
815,if i want to select a new pin what do i do?
816,how do i change my passcode?
817,i am on vacation in spain and need to change my pin.
818,if i exchange currencies on a frequent basis can i receive a discount?
819,"it looks like someone besides me ordered something with my card, what should i do?"
820,why would i not be able to do a transfer to a beneficiary?
821,"hey i need help urgently. i just realised i sent my payment to the wrong account number, there is a typo! please cancel it immediately, i can't do it anymore from the app"
822,"i think my identity has been stolen, can you check on unauthorized charges?"
823,is there any way to cancel my transfer
824,why is the purchase i made this morning still pending?
825,i can't find my card and think it may have been stolen.
826,i think someone else is using my card.  there are transactions i didn't make.
827,is there any discount for someone that exchanges currencies frequently?
828,am i limited to what atm i can use my card?
829,which atms take the card?
830,how high is the exchange fee?
831,i think my passcode was changed
832,a transfer has to be cancelled.
833,why do i have a pending cash withdrawal?
834,how do i freeze my card? i think someone is using it to make a bunch of online transactions.
835,how long til my cash out goes through?
836,what should i do if my card is missing?
837,at what age can i open an account?
838,i have made a card payment but it did not completed still showing as pending. please tell me when it will be completed.
839,i need to cancel my recent transfer. i made a mistake. please help quickly before the transfer goes through.
840,i need help fixing my contactless. it's not working anywhere i go today.
841,i tried entering my passcode and it isn't working. can you help?
842,how can i fix a problem where contactless isn't working?
843,my transfer keeps failing and i just want to transfer the money can you please make it work?
844,i think someone else is using my card.
845,where can i update my pin number?
846,i have a payment that hasn't went through yet.
847,"soon my card will expire, how do i get a new one?"
848,i see some transactions that i don't recognize.  i think someone stole my details.
849,how to recover my passcode
850,is there a charge for exchanging foreign currency?
851,is there a fee to exchange foreign money?
852,some idiot stole my card.
853,i don't have my access code for the app.
854,how do i check my security settings to allow contactless pay?
855,i didn't make these transactions. is someone else using my card?
856,i made a card payment which is showing me pending.
857,i don't know what pending transaction means.
858,"so, i am in the middle of purchasing a flat. i need the money for the first mortgage payment and it is not going through. i keep receiving an error. can you find out what's going on and help me complete this transfer?"
859,do you guys have any age restrictions?
860,my contactless stopped working today no matter where i try to use it. how do i get it to start working again?
861,what's the right way to activate my card?
862,"i tried to take out some money from an atm earlier today and it was declined. looking on my screen now, i still see that it's pending for that amount. i didn't actually get that money, so i don't want it processed on my account."
863,why isnt my account allowing transfers
864,how long will this card payment stay pending?
865,i need to make my card pin a different number
866,what is minimum age for an account?
867,my card is about to expire. do i have to go to a branch to order a new card?
868,are there directions to get a new passcode if i forgot mine?
869,i need my card to be activated right now.
870,what are the steps to activating a new card?
871,are there any extra hidden fees for exchanging currencies?
872,how do i go about cancelling a transaction?
873,"the transfer keeps failing , i tried to transfer some money to friends this morning but it keeps getting rejected for some reason, would you please check the issue?"
874,where is the closest mastercard atm?
875,i did a transfer earlier but see that it failed to go through.
876,"if you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds."
877,"there is a pending transaction on my account, what does this mean?"
878,what is preventing me from adding a specific beneficiary?
879,"i needed to make a payment on my account, but i typed in the incorrect number.  the app won't allow me to cancel this transaction.  i need it cancelled asap!!"
880,what is needed to activate my card?
881,"my card payment is still on hold, why is it so?"
882,i'm confused. my contactless is suddenly not working anywhere that i try to use it. how do i fix it?
883,i want to choose a new pin.
884,i really was trying to complete this exhange. i was trying to purchase some crypto but the app won't allow me to do it. can you tell me what's going on here?
885,"what's a pending transaction? my card was declined at an atm, but my account says it's still pending. can i cancel the payment?"
886,can my pin be changed in any cash machine?
887,i made a transaction this morning and would like to revert it.
888,i can't get into the app with the passcode.
889,what is the minimum age to open an account?
890,"i have arranged a transfer, but no longer need to send it. how do i stop the transfer?"
891,i have a pending cash withdrawal
892,i need a new pin how do i go about that?
893,my transfer failed
894,"in china, need new card"
895,i could not get my transfer to happen correctly and was wondering why?
896,why haven't i gotten my payment yet?
897,what should i do if i think that someone might be using me card?
898,how old do you have to be to get an account?
899,i would like to cancel a transfer...is this possible?
900,what is the reason my cash withdrawal is still pending?
901,my cash out is still pending
902,why can't i transfer to an account?
903,would i need to pay extra for exchanging currencies?
904,"my card's expiring, what happens now?"
905,what are the steps to activate my card?
906,can i use my card in another institutions atm?
907,"please help me as i am continuously facing the issue in transferring money to my friends, as all my transactions are getting failed."
908,where is a mastercard atm?
909,for some reason my contactless won't work for me.
910,i need a new login code
911,i want to open an account for my child.
912,i have a pending payment from stuff i bought this morning.
913,i wanted to purchase some crypto. the app will not let me. what's going on here? i really want to make this exchange.
914,something is wrong with my password.
915,what exactly is the exchange fee?
916,"errors keep showing up every time i try to make this transfer and i am on a time crunch,  could you please help."
917,"hello, i tried to take some cash out of the atm but i looked at my statement and it still shows that it's pending. is the machine broken? will i receive my money back or will i be charged for this?"
918,i have a payment that has not gone through yet
919,what is the base amount for cross-currency exchanges?
920,i need to cancel a transaction please!
921,will i get charged on a foreign currencies exchange?
922,what are the currency exchange fees?
923,"this morning, i tried to send money to my friends several times but each time the transfer fails.  why does it keep failing?  the transfer gets rejected but i do not know what is causing it to be rejected."
924,"i froze my account, but how do i order a replacement card?"
925,"why is my transfer not working? i tried multiple times to transfer money, and all that happens is an error message pops up."
926,my account transfer was not cleared.
927,what would cause a transfer failure?
928,my card was taken from me
929,please assist me in activating the card.
930,"would you be able to offer me a discount, since i need to exchange currencies frequently?"
931,"if my card is about to expire, do i need to order a new one?"
932,i can't remember my password.
933,why wasn't my contactless accepted at the metro?
934,"i need a new card to replace an expired one. will it cost anything, and how soon?"
935,how old does my daughter need to be to have her own account?
936,"i want to get a new card before my current one expires, how much will it cost me and how long will it take to get here."
937,what happens after my card expires?
938,"how much is a cross currency exchange, and can i check to see if i have any discounts available?"
939,how can i go about resetting my passcode?
940,which atms am i allowed to get money from?
941,why can't i add any beneficiary i choose?
942,i can't find my card! can you help?
943,"while on vacation in spain i think someone saw my pin and i now need to change it, can i do this at an atm in spain?"
944,i've tried numerous times to submit a transfer of funds. why isn't it going through?
945,i am having trouble activating my card.
946,i used the wrong account number!
947,"i see random purchases to my account, was it hacked?"
948,what to do if my card is about to expire?
949,please help me set up a new pin.
950,i have a new card and i need to activate it.
951,i am 16 and just started working at mcdonalds can i deposit my checks at your bank?
952,how much will i be charged for exchanging foreign currency
953,how do i cancel a transfer?
954,why isn't my contactless not working?
955,"my son has just turned 13, is he old enough for an account?"
956,i have paid by my card but payment is still its coming as pending. i think there is some issue please check and let me know when the status will complete.
957,my card payment is pending.
958,are new cards available from china?
959,my credit card payment has been in pending status for a super long time.  i don't get it.  why is it like this?  when will it go through?
960,my card payment is still pending.
961,"hello, i'm having trouble with my card, i don't understand what's happening, i tried using the atm machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?"
962,i need to know the cost and when i will receive a new card to replace an old one.
963,"i made a purchase this morning, and it is showing as pending."
964,what are the reasons for my beneficiary not being allowed?
965,what is the age limit?
966,why is a transfer to beneficiary not possible?
967,"need a new card, mine is expiring."
968,i recently made a transfer that i would like to cancel
969,"hello, i tried to take out some money out of the atm, but it's still showing that it's pending? i really don't want to be charged for this."
970,can my daughter open an account?
971,fees for currency exchange
972,i am only 17. can i make an account?
973,i made a payment that seems to be stuck. it's been a couple of days already. can you tell me how long it will take?
974,are you able to guide me to my card's location?
975,there's a possibility that my card was compromised.
976,can i change my pin without going to a bank branch?
977,my card was used without my permission.
978,does it cost to exchange currencies with this card?
979,which atms accept mastercard?
980,can i cancel a transaction?
981,i am trying to complete a transfer but i keep getting an error message.
982,how can i change my rowlock ?
983,why is my payment in pending status?
984,what's the closest place to withdraw money?
985,please help me with my card.  it won't activate.
986,i was wondering how long does it take for a payment to go thru? it seems my last payment is stuck and hasn't moved.
987,would like to use my card and need to activate it first.  can you help me do this?
988,can my daughter make an account?
989,can you help me activate my card
990,how do i do a successful transfer to an account?
991,my contactless payments have not been completed successfully.
992,"hi, i'm trying to purchase a flat and i'm needing the first payment for the mortgage to go through on the flat i'm trying to buy. for some reason i keep getting an error.can you assist in making this transfer? what is going on?"
993,why won't my passcode work?
994,"i just got a new card, and i want to know how to activate."
995,"hello i am unable to exchange the crypto currency through the app, i am very keen to buy. please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, could you please let me know what is the problem?"
996,i need to make an immediate cancellation related to a transfer. this was a mistake. please assist quickly so this does not actually go through.
997,can i order a new card with the app?
998,am i able to cancel a transfer i just made
999,its been several days and my cash withdrawal is still pending. why?
1000,"my card couldn't complete a transfer, why?"
1001,"i have made 5 attempts to make a very standard survey, yet i can't get it to work. what is the problem? is there an issue related to your system?"
1002,"hi, i'm buying a flat and i'm trying to get my mortgage to go though. every time i check i simply get an error message. is there any way you can help me get this money transferred over. thanks!"
1003,how do i withdraw money?
1004,why wouldn't a transfer go through?
1005,i'm trying to make a bank transfer but it's not going through. could there not be enough funds to transfer or something? have i done it too many times?
1006,what's the minimum age for opening an account?
1007,will you be able to activate my card
1008,at what atm can i change my pin?
1009,i need to withdraw money. where can i do that?
1010,how do i activate my card that just arrived?
1011,where is the nearest bank machine?
1012,"there are a few transaction that i don't recognize, i think someone managed to get my card details and use it. i made a mistake on the last transfer i made"
1013,someone must have found my card details as i don't recognize these transactions.
1014,i need to change my pin but i am on the road.
1015,how long should i wait ti activate my card
1016,will you send me a new card in china?
1017,i need a new card since my old one is about to expire.
1018,"i want to block my card or deactivate it or something, it's been stolen and i don't want it misused. i want this handled right away."
1019,"my card will expire next month, will i need to order a new one?"
1020,i have a new card and need to activate it
1021,i did a transaction to a wrong account!
1022,"i want to transfer money to a beneficiary, but i couldn't."
1023,how can i reset my passcode?
1024,what do i do when my card expires?
1025,i am travelling for two more weeks but really need to change my pin asap. what do i do?
1026,i took out money from the atm and it's still showing as pending?
1027,can my children get an account?
1028,i need to reset my passcode. how do i do it?
1029,i just got my card and cannot get it to work.
1030,what do you charge for an exchange fee?
1031,i need assistance to activate the card on my account.
1032,where can i do a cash withdrawal?
1033,i need to reverse a transaction
1034,do i need to do something to get a new card once it expires?
1035,is there a certain age i need to be?
1036,"i got some cash of an atm earlier but this shows up as pending in the app. how can this be still pending, i've got the cash already?"
1037,why wouldn't the contactless payment work when i tried to pay at the bus today?
1038,can i make an account for my kids?
1039,i can't find my card!  what should i do?
1040,why does it say my transfer failed?
1041,will any atm's decline my card?
1042,what does it mean when it says that i have a payment that is pending?
1043,"i can't be sure, but i think that someone may be using my card."
1044,"i will need to exchange currencies frequently, will i be able to get a discount?"
1045,is the bank the only place i can change my pin>
1046,how do i order a new card before it expires?
1047,i need to transfer to my account and cant.
1048,are there extra charges for exchanging currency?
1049,what is the youngest age for an account?
1050,how come my transfer didn't work
1051,my card has been compromised
1052,i tried to do a transfer to an account but it didn't work
1053,is there a way to order a new card while in china?
1054,why didn't my transfer to a beneficiary happen?
1055,how can i freeze a stolen card?
1056,there is a single payment on my card which shows as pending.
1057,card is being used by someone else
1058,how do i get the passcode reset?
1059,i need a transfer cancelled.
1060,"i desperately need to change my pin, but i'm overseas on vacation right now. how can i do this?"
1061,"i can't find my card, it is lost."
1062,what can i do if contactless doesn't work?
1063,are their certain cash machines where i can change my pin?
1064,why does my transfer keep failing? i've tried 5 times and they all failed.
1065,"my card details could be stolen, as i didnt make these transactions"
1066,"how do i activate my card, so that i can start using it?"
1067,"the activation process did not work, please help?"
1068,my card is about to expired what will happen?
1069,is there a reason my transfer failed?
1070,can i activate my card?
1071,help me!  i lost my card.  what should i do?
1072,"my transfer failed, why?"
1073,hi i received an error message informing me about the transaction failure. i have done the money transfer before and it never failed. please let me know what is the issue this time.
1074,how can i activate my new card?
1075,change my pin?
1076,is there a discount for multiple currency exchanges?
1077,i tired but an unable to activate my card.
1078,what do i do if i believe to be a victim of credit card fraud?
1079,where do i find out about exchange fees
1080,how do i go about setting up an account for my daughter?
1081,"after i attempted a transfer, it failed."
1082,how long does it typically take for a pending atm withdrawal to clear?
1083,why wasn't my payment to beneficiary x approved?
1084,what is the exchange fee?
1085,how do i report a stolen card?
1086,how much is the exchange fee?
1087,are there specific atm's that i can draw money from?
1088,i am unsuccessfully trying to make a transfer can you help?
1089,how can i get a card sent to china?
1090,how old do i need to be to get an account for myself
1091,why has my withdrawal not posted?
1092,why is the payment on my card still pending?
1093,i would like to activate my card what do i need to do?
1094,i made a cash withdraw and it shows up as pending why is that?
1095,"you can do that in just a few seconds. go to account, hit activate, and follow the directions from there."
1096,can i change my pin at a nearby atm when in spain? i think someone saw my pin and i need to change it but am on vacation.
1097,the machine didn't work earlier when i went to get money out and now my account says transaction in progress.why?
1098,what should i do if i think someone is using my card without my permission?
1099,what do i do to activate my new card?
1100,i want to create a new pin.
1101,the app won't let me transfer money to a beneficiary
1102,cancel my last transfer
1103,where can i use this card at an atm?
1104,i tried activating my card and it doesn't work how do i solve this problem?
1105,why is the app showing a still pending message on a withdraw that has already been done?
1106,i'm unable to use contactless payments for purchases.
1107,the transfer to my account was not allowed.
1108,what is the process for activating my card?
1109,"i used to know my password, but not anymore."
1110,do i need to make a regular payment before a contactless one?
1111,i want to set a new pin
1112,what atm accepts mastercard?
1113,why is the cash withdraw i made shown as pending?
1114,my bags were stolen. i need a new card but need to cancel the stolen one.
1115,my card activation attempt failed.
1116,"i received my new card, how is it activated?"
1117,"if i exchange foreign currency, are there any other charges?"
1118,why didn't my transfer complete?
1119,why are you not accepting my transfer!! i've tried a couple times already now and it just keeps showing an error message
1120,contactless payments need to be enabled for my card.
1121,why can't my beneficiary make transactions?
1122,why can't i complete my transfer?
1123,i think my child used my card while i wasn't home.
1124,can i get cash with this card anywhere?
1125,a transaction on my card shows as pending.
1126,i have a contactless that's broken.
1127,how can i find the nearest atm?
1128,would you be so kind as to activate my card? thanks
1129,how do i get my cash withdrawal to show?
1130,i have tried sending a standard transfer five times and it hasn't gone through. what is the problem?
1131,"how long does it take to activate the card, as it does not look like its working?"
1132,why is this not letting me exchange crypto? i need help making this transaction go through.
1133,i need to cancel a transaction.
1134,why hasn't my payment gone through yet?
1135,what is the minimum age?
1136,i made a transaction to the wrong account!
1137,my card is about to expire.  how do i get a new card?
1138,i just got an error message saying my transfer is not possible? why is that? i've transferred money before and it worked without problem
1139,what do i have to do to get the contactless to work?
1140,why won't my transfer to another account work?
1141,my transaction is on the wrong account.
1142,where are the mastercard atms?
1143,how do i activate my card
1144,will you charge me for exchanging foreign currencies?
1145,can i open a bank account for my newborn baby?
1146,what is the activation process on my new card?
1147,can you help me to quickly cancel a transaction i accidentally did to the wrong account?
1148,how can i start using my card?
1149,is there an age limit to get an account?
1150,my account says a withdrawal is pending - why can't i take cash out of the atm?
1151,are there restrictions to transfers to certain accounts?
1152,why would a transfer fail?
1153,explain why i can't do a transfer to a beneficiary.
1154,is there a problem with the payment that i see is still pending?
1155,why can i not do a  transfer
1156,what do i do about my expired card?
1157,somebody used my card without my knowledge!
1158,can you help me reset my password?
1159,"why won't you take my transfer, i keep getting an error message."
1160,my card is not able to be activated how do i get it to work?
1161,"when i used one of the atms in the city centre today, i tried to take out some money, but for whatever reason, the machine declined my card. just checked it out in my account and that amount is still showing as pending! is there any way that you can cancel this transaction, because i did not receive any money whatsoever from the atm"
1162,i want to cancel a transfer right away! can you help?
1163,are there any discounts in exchanging currencies frequently?
1164,how long until i see a cash withdrawal?
1165,my transfer to beneficiary didn't go through
1166,is there a fee to exchange currency?
1167,"my card's expiring a month from now, should i place an order for the new card?"
1168,it won't let me activate my card.
1169,card payment is showing as pending
1170,is there a location where i can change my pin?
1171,i have forgotten my passcode to access my app
1172,my transfer to an account failed.
1173,how can i find an atm that accepts this card?
1174,what is stopping my money from transferring?
1175,are there any fees when exchanging to foreign currencies?
1176,i tried to do a transfer but it didn't go through.
1177,can i use app to freeze account and dispute fraud?
1178,explain the activation method for this card
1179,what are the charges if i exchange foreign currency?
1180,is there a problem that makes my payments show pending?
1181,from which age can my kids use your service?
1182,whats your exchange rate
1183,cash withdrawal still pending?
1184,why am i unable to transfer money when i was able to before?
1185,what should i do if i lost my card?
1186,can i use this card at any atm?
1187,why are my purchases from this morning still pending?
1188,"if i exchange currencies on a regular basis, is there a discount?"
1189,why hasn't my payment shown up yet?
1190,are there only certain atm machines where i can use this card?
1191,i tried to get cash out of the atm but it is taking too long
1192,"hello, i have a pending transaction in my account due to an atm machine that wasn't working. in any case if the transaction goes through, after how long can i get my money back?"
1193,how old do you need to be to open an account?
1194,i didn't receive my money earlier and it says the transaction is still in progress. can you fix it?
1195,is there a way to reset the passcode?
1196,i need help activating my new card.
1197,why has my transfer failed?
1198,my beneficiary didn't receive my transfer
1199,what is the fee for a foreign currency exchange?
1200,"there are transactions that i don't remember making, i think someone might have gotten my card details and is now using it."
1201,i want to replace my current pin.
1202,do you know the closest atm?
1203,help me cancel a transaction.
1204,i need to cancel a transfer
1205,do i have to use bank approved atm's
1206,i just got this card & i don't know how to activate it.
1207,i had a transfer blocked
1208,is there a charge for a foreign currency exchange?
1209,why did my transfer fail?  what can i do?
1210,i'd like to make a new pin selection.
1211,i tried to withdraw cash at an atm in the city center but my card was declined. the transaction is still showing up as pending - please cancel it!
1212,i need to find out why my pending payment hasn't gone through.
1213,i'd like to open an account for my kids can i do that?
1214,which atms allow me to change my pin?
1215,how young can someone be in order to open an account?
1216,can you tell me how i go about activating a new card?
1217,"card payment is still pending, why is that the case?"
1218,my card is missing.
1219,i cannot activate my card.
1220,any extra charges for exchanging currencies?
1221,can you help me retrieve my card?
1222,help! i've forgot my app passcode!
1223,tell me how to setup a new pin.
1224,how do i fix a transaction to the wrong account?
1225,do you charge extra for exchanging currencies?
1226,what about my children?
1227,i need help from someone in your department with finding my nearest atm.
1228,i need to change my card pin.
1229,will i need to order a new card since mine expires next month?
1230,i'm trying to purchase a flat but i need my first payment for my mortgage to go through first. i keep getting an error. i'm not sure what is going on but i need help making this transfer.
1231,what locations allow me to withdraw money?
1232,any charges applicable for new card?
1233,can someone please assist me with finding my nearest atm?
1234,what kind of charges should i expect to exchange currencies?
1235,i don't want the transaction to go through now
1236,do you have a limit for someone's age?
1237,how do i change my pin?
1238,can i use my card to withdraw from my account?
1239,help please!  my rent payment is coming out tomorrow and i made a payment mistake yesterday! can you put in in the correct account?
1240,how can i open an account for my children?
1241,"i need to cancel my recent transfer immediately, i made a mistake there, please help quickly before it goes through"
1242,how do i get a new card when my old one expires?
1243,why is my card payment still pending? it should have gone through already.
1244,do i need to go to a physical bank to change my pin?
1245,"i cannot remember my passcode, is there a way to retrieve it?"
1246,i think someone copied the numbers on my card and is using them.
1247,what are the requirements to open an account for a minor?
1248,what atms will allow me to change my pin?
1249,i'm trying to purchase crypto via the app. i haven't been able to get it to go through. am i doing something wrong?
1250,can i open up an account for my child?
1251,at what age can a person open an account?
1252,is there a way to find an atm around me?
1253,how can i withdraw money?
1254,report stolen card
1255,"someone else is using my card, freeze it."
1256,hold old do my kids have to be to use the service?
1257,what atms accept my card?
1258,oh no!  i lost my card!  help!
1259,if i make a transaction can i cancel it?
1260,"i paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow."
1261,i need to do a card activation.
1262,i've made a card payment a couple of days ago now but it looks like the money is stuck. how long does it typically take for the payment to go through?
1263,how to cancel a transaction
1264,"i've just made a money transfer to the wrong account, i need to stop the money from being moved as it may be going to someone i don't know.  please can you help?"
1265,how do i get a new card sent to china?
1266,the transfer i tried to make failed.
1267,i lost my card n need a new one.
1268,i have foreign currency i would like to change how much will it cost me?
1269,i have a transaction and would like to know if i it's cancelable?
1270,why wasn't i able to transfer to another account?
1271,i need to change my pin. can i do that at a cash machine?
1272,"i don't know what my passcode is, can you help?"
1273,do you offer services for children to have money saving experience?
1274,what is the process to get a new card when your old one expires?
1275,withdrawal pending meaning?
1276,i'm getting an error when trying to make a payment. i want to purchase a flat but my mortgage payment needs to go through. can you help me?
1277,what does a pending cash withdrawal mean?
1278,i had a payment that i made and it's been some amount of time and would like to know when it's suppose to go though.
1279,my card must have used my card as there are some transactions that i haven't done myself..
1280,my transfer didn't work how come?
1281,what's the cost for exchanges?
1282,i need to cancel my recent transfer as soon as possible. i made an error there. please help before it goes through.
1283,is there a list of atm machines?
1284,i think someone stole my card number and brought stuff in different places that i have never been to. i need to suspend any further purchase on my credit card.
1285,how do i order a replacement for stolen card?
1286,been trying to transfer money this morning but keep getting rejected. i don't understand why this is happening.
1287,i would like to change my pin but i am not currently in the country.
1288,how do i retrieve my passcode?
1289,"please cancel my most recent transfer, it was a mistake. this is an emergency. it needs to be canceled before it goes through."
1290,what are the steps i need to do if i have a stolen card?
1291,"how do i reset a forgotten passcode, please?"
1292,assist me please with card activation.
1293,how do i change the pin?
1294,i don't understand why my card payment is pending.  it has been pending for too long.  why is this and when might it go through?
1295,"i am getting an error stating my transfer is not possible while transferring money. let me know the issue as its the first time i am getting error, earlier it used to work."
1296,i need to change my pin.
1297,i need help cancelling a transaction.
1298,what is your currency exchange fee?
1299,can i reset my pin?
1300,how can i tell if someone else is using my card?
1301,"i've tried to send money to my friends and i keep getting rejected. can you please tell me why, i don't understand."
1302,i tried to do a transfer and it hasn't worked!
1303,how old do my kids need to be to open an account?
1304,my transfer to a beneficiary did not go through.  why?
1305,i wanna revert a transaction i did this morning.
1306,why is it saying i have a pending payment?
1307,do you offer account services for children and teens?
1308,i made a payment but it's still pending
1309,are there cash machines where i can change my pin?
1310,i can't access my account.
1311,can i get an account for my daughter?
1312,how do i replace a stolen card?
1313,"it appears my card expires next month, can i order a new one?"
1314,my card payment has been stuck on pending. what is the problem? it should have gone through by now.
1315,will you be able to send the new card to china?
1316,"i tempted to get some money out of the machine earlier and it did not work.looking now, the transaction actually shows to still be in progress. i would certainly appreciate someone look into this and let me know what's going on. i definitely do not want to be charged for money i never received."
